,fn,target
451,000901.jpg,"(array([ 21,  22, 330, 242]), 15)"
452,000905.jpg,"(array([ 45, 160, 374, 499]), 9)"
453,000907.jpg,"(array([152,   0, 331, 394]), 4)"
454,000909.jpg,"(array([181, 126, 499, 252]), 15)"
455,000910.jpg,"(array([ 26,  19, 499, 182]), 15)"
456,000913.jpg,"(array([178,   0, 376, 400]), 15)"
457,000914.jpg,"(array([  1,  50, 422, 373]), 4)"
458,000916.jpg,"(array([ 37,  99, 327, 499]), 6)"
459,000922.jpg,"(array([ 54, 241, 347, 346]), 15)"
460,000924.jpg,"(array([128,  14, 267, 166]), 6)"
461,000925.jpg,"(array([100,  28, 342, 215]), 17)"
462,000927.jpg,"(array([  0,  81, 330, 315]), 15)"
463,000928.jpg,"(array([115, 255, 268, 451]), 8)"
464,000930.jpg,"(array([ 71, 173, 247, 332]), 15)"
465,000932.jpg,"(array([110,  34, 298, 496]), 7)"
466,000933.jpg,"(array([147, 116, 470, 340]), 16)"
467,000938.jpg,"(array([183, 318, 317, 433]), 9)"
468,000939.jpg,"(array([ 58,   0, 460, 339]), 15)"
469,000940.jpg,"(array([ 80, 184, 354, 444]), 15)"
470,000941.jpg,"(array([189,  13, 398, 499]), 18)"
471,000942.jpg,"(array([113,  61, 264, 499]), 19)"
472,000944.jpg,"(array([ 97, 227, 374, 372]), 15)"
473,000945.jpg,"(array([ 78,  54, 229, 425]), 7)"
474,000952.jpg,"(array([ 94,  14, 331, 245]), 15)"
475,000953.jpg,"(array([186,  21, 350, 124]), 9)"
476,000955.jpg,"(array([ 61, 138, 331, 384]), 15)"
477,000956.jpg,"(array([ 55, 184, 373, 499]), 15)"
478,000957.jpg,"(array([ 20,  96, 374, 296]), 12)"
479,000959.jpg,"(array([ 82, 332, 332, 499]), 15)"
480,000960.jpg,"(array([108,  92, 251, 202]), 3)"
481,000961.jpg,"(array([353, 121, 467, 221]), 20)"
482,000963.jpg,"(array([  3,   0, 332, 380]), 12)"
483,000968.jpg,"(array([ 63,  16, 230, 471]), 1)"
484,000969.jpg,"(array([  4,   1, 374, 334]), 15)"
485,000970.jpg,"(array([ 63,   0, 374, 499]), 19)"
486,000974.jpg,"(array([122,  21, 225, 146]), 20)"
487,000975.jpg,"(array([ 60, 110, 461, 484]), 12)"
488,000976.jpg,"(array([  0,   1, 429, 499]), 1)"
489,000978.jpg,"(array([  0, 188, 372, 485]), 15)"
490,000979.jpg,"(array([142,   2, 403,  73]), 15)"
491,000981.jpg,"(array([ 17,  50, 499, 331]), 15)"
492,000983.jpg,"(array([ 69,  35, 485, 287]), 16)"
493,000984.jpg,"(array([307,  65, 497, 125]), 15)"
494,000985.jpg,"(array([  1,   0, 356, 499]), 7)"
495,000986.jpg,"(array([115, 140, 260, 299]), 13)"
496,000988.jpg,"(array([ 55,  75, 372, 400]), 15)"
497,000990.jpg,"(array([ 34, 207, 332, 459]), 15)"
498,000992.jpg,"(array([203, 136, 299, 220]), 17)"
499,000994.jpg,"(array([187, 209, 373, 471]), 18)"
500,000995.jpg,"(array([ 71,   0, 313, 280]), 4)"
501,000998.jpg,"(array([ 79,   1, 499, 332]), 8)"
502,001000.jpg,"(array([  0,   1, 324, 499]), 12)"
503,001003.jpg,"(array([101, 110, 253, 350]), 7)"
504,001005.jpg,"(array([148,  37, 257, 267]), 7)"
505,001006.jpg,"(array([141, 177, 250, 311]), 3)"
506,001007.jpg,"(array([116, 131, 335, 379]), 20)"
507,001013.jpg,"(array([ 14, 219, 332, 499]), 13)"
508,001016.jpg,"(array([134, 205, 236, 482]), 19)"
509,001019.jpg,"(array([  0,   2, 404, 374]), 8)"
510,001020.jpg,"(array([ 62,  74, 499, 286]), 15)"
511,001021.jpg,"(array([ 33, 137, 374, 464]), 9)"
512,001022.jpg,"(array([138,   4, 294, 489]), 7)"
513,001023.jpg,"(array([293,   0, 399, 414]), 11)"
514,001025.jpg,"(array([145,   0, 499, 370]), 9)"
515,001026.jpg,"(array([ 88, 151, 407, 324]), 15)"
516,001029.jpg,"(array([ 42, 241, 237, 453]), 20)"
517,001030.jpg,"(array([ 76,  35, 264, 441]), 19)"
518,001031.jpg,"(array([173,  84, 453, 313]), 14)"
519,001032.jpg,"(array([  3,  94, 374, 499]), 8)"
520,001033.jpg,"(array([ 97, 144, 385, 309]), 15)"
521,001034.jpg,"(array([195, 195, 315, 451]), 7)"
522,001035.jpg,"(array([145,   0, 349, 241]), 11)"
523,001037.jpg,"(array([113, 162, 235, 326]), 12)"
524,001038.jpg,"(array([ 90, 161, 409, 451]), 15)"
525,001039.jpg,"(array([223, 174, 374, 297]), 9)"
526,001040.jpg,"(array([111, 134, 330, 365]), 15)"
527,001044.jpg,"(array([ 37,  17, 137, 162]), 12)"
528,001046.jpg,"(array([116,  14, 242, 429]), 1)"
529,001047.jpg,"(array([109,  75, 283, 391]), 18)"
530,001048.jpg,"(array([ 87, 169, 247, 375]), 8)"
531,001049.jpg,"(array([ 67, 102, 164, 255]), 4)"
532,001051.jpg,"(array([ 84, 221, 297, 321]), 3)"
533,001054.jpg,"(array([ 29,  16, 442, 332]), 12)"
534,001055.jpg,"(array([122, 135, 333, 499]), 9)"
535,001058.jpg,"(array([104,   8, 241, 448]), 7)"
536,001059.jpg,"(array([241, 124, 291, 270]), 4)"
537,001063.jpg,"(array([173,   1, 317, 479]), 13)"
538,001065.jpg,"(array([ 61,   1, 374, 498]), 15)"
539,001067.jpg,"(array([ 67,   2, 374, 480]), 18)"
540,001070.jpg,"(array([  9, 283, 214, 403]), 16)"
541,001075.jpg,"(array([147, 222, 230, 406]), 12)"
542,001076.jpg,"(array([113, 113, 374, 327]), 15)"
543,001080.jpg,"(array([ 44,   2, 226, 499]), 1)"
544,001081.jpg,"(array([175, 146, 374, 282]), 9)"
545,001085.jpg,"(array([ 14,  67, 313, 446]), 7)"
546,001086.jpg,"(array([ 36,   1, 348, 248]), 15)"
547,001087.jpg,"(array([ 67,  19, 306, 239]), 9)"
548,001088.jpg,"(array([  0,   1, 374, 417]), 12)"
549,001089.jpg,"(array([ 85,  11, 327, 456]), 2)"
550,001090.jpg,"(array([158,  17, 286, 473]), 7)"
551,001094.jpg,"(array([166,   1, 211, 346]), 19)"
552,001095.jpg,"(array([220,  96, 348, 305]), 12)"
553,001096.jpg,"(array([140, 149, 321, 370]), 2)"
554,001098.jpg,"(array([ 17,  45, 499, 374]), 8)"
555,001099.jpg,"(array([ 96,   2, 326, 499]), 1)"
556,001100.jpg,"(array([145, 151, 283, 326]), 10)"
557,001103.jpg,"(array([120, 134, 365, 332]), 10)"
558,001105.jpg,"(array([ 87, 202, 373, 422]), 15)"
559,001108.jpg,"(array([ 48, 269, 374, 499]), 15)"
560,001111.jpg,"(array([246, 109, 289, 166]), 7)"
561,001114.jpg,"(array([109, 205, 301, 400]), 13)"
562,001115.jpg,"(array([112, 103, 260, 499]), 19)"
563,001116.jpg,"(array([ 29,  28, 355, 499]), 15)"
564,001117.jpg,"(array([205,   5, 374, 473]), 18)"
565,001118.jpg,"(array([ 37,  14, 325, 234]), 15)"
566,001120.jpg,"(array([192, 283, 240, 351]), 10)"
567,001122.jpg,"(array([ 21,  73, 498, 344]), 3)"
568,001123.jpg,"(array([ 26, 195, 298, 439]), 12)"
569,001126.jpg,"(array([ 69, 154, 278, 344]), 1)"
570,001128.jpg,"(array([109,   0, 299, 300]), 8)"
571,001131.jpg,"(array([ 23,  77, 265, 413]), 12)"
572,001132.jpg,"(array([ 45,  33, 332, 499]), 18)"
573,001133.jpg,"(array([207,   0, 374, 432]), 18)"
574,001134.jpg,"(array([126, 334, 361, 499]), 7)"
575,001135.jpg,"(array([ 81, 146, 257, 392]), 7)"
576,001138.jpg,"(array([194, 149, 304, 227]), 9)"
577,001139.jpg,"(array([152,   0, 358, 110]), 9)"
578,001141.jpg,"(array([171, 260, 367, 411]), 4)"
579,001146.jpg,"(array([ 31,  36, 271, 121]), 12)"
580,001150.jpg,"(array([ 32,   1, 374, 499]), 18)"
581,001153.jpg,"(array([197, 145, 268, 357]), 1)"
582,001155.jpg,"(array([133,  21, 307, 335]), 4)"
583,001157.jpg,"(array([ 26,  10, 286, 439]), 14)"
584,001159.jpg,"(array([239,   1, 372, 499]), 18)"
585,001162.jpg,"(array([124, 195, 326, 488]), 18)"
586,001163.jpg,"(array([186,  46, 374, 314]), 18)"
587,001165.jpg,"(array([251, 273, 354, 312]), 15)"
588,001167.jpg,"(array([ 71, 103, 356, 499]), 18)"
589,001169.jpg,"(array([ 42, 106, 180, 326]), 15)"
590,001173.jpg,"(array([ 51,   2, 332, 377]), 15)"
591,001177.jpg,"(array([121, 201, 347, 464]), 15)"
592,001178.jpg,"(array([125,   0, 174, 499]), 19)"
593,001179.jpg,"(array([169,  20, 372, 273]), 11)"
594,001180.jpg,"(array([114,  38, 499, 332]), 15)"
595,001181.jpg,"(array([102,  98, 283, 267]), 3)"
596,001183.jpg,"(array([120, 137, 355, 348]), 13)"
597,001188.jpg,"(array([186, 179, 261, 247]), 4)"
598,001189.jpg,"(array([265, 106, 421, 277]), 11)"
599,001190.jpg,"(array([159,  87, 374, 410]), 12)"
600,001193.jpg,"(array([  0,   0, 499, 373]), 2)"
601,001195.jpg,"(array([ 50, 138, 320, 326]), 12)"
602,001196.jpg,"(array([117,  88, 407, 285]), 3)"
603,001197.jpg,"(array([ 25,  32, 312, 495]), 18)"
604,001198.jpg,"(array([  1,   0, 371, 421]), 7)"
605,001202.jpg,"(array([ 29, 219, 235, 390]), 12)"
606,001208.jpg,"(array([  0, 246, 259, 499]), 8)"
607,001210.jpg,"(array([201,   4, 306,  44]), 15)"
608,001213.jpg,"(array([375, 233, 470, 374]), 2)"
609,001216.jpg,"(array([136,   0, 249, 195]), 8)"
610,001217.jpg,"(array([  1,  18, 374, 499]), 18)"
611,001218.jpg,"(array([ 75,  20, 275, 470]), 6)"
612,001219.jpg,"(array([168,  99, 309, 177]), 19)"
613,001220.jpg,"(array([  3,   0, 374, 383]), 15)"
614,001222.jpg,"(array([182, 111, 327, 470]), 7)"
615,001223.jpg,"(array([119,  14, 253, 485]), 1)"
616,001227.jpg,"(array([  0,   0, 441, 374]), 4)"
617,001228.jpg,"(array([  1, 319, 240, 499]), 15)"
618,001232.jpg,"(array([ 33, 127, 315, 377]), 12)"
619,001235.jpg,"(array([156, 313, 312, 403]), 3)"
620,001238.jpg,"(array([146, 173, 319, 256]), 15)"
621,001242.jpg,"(array([ 11,   0, 332, 309]), 15)"
622,001243.jpg,"(array([ 14,  87, 490, 277]), 15)"
623,001244.jpg,"(array([  0, 254, 372, 474]), 15)"
624,001245.jpg,"(array([102, 237, 251, 357]), 13)"
625,001246.jpg,"(array([201, 177, 375, 472]), 9)"
626,001249.jpg,"(array([318,   1, 476, 339]), 8)"
627,001251.jpg,"(array([ 14,   0, 332, 350]), 15)"
628,001252.jpg,"(array([ 86,  60, 349, 428]), 7)"
629,001253.jpg,"(array([ 83, 270, 441, 374]), 15)"
630,001255.jpg,"(array([  1,   0, 374, 378]), 16)"
631,001256.jpg,"(array([187, 442, 321, 499]), 2)"
632,001257.jpg,"(array([ 31,  93, 319, 311]), 12)"
633,001261.jpg,"(array([152,   0, 374, 493]), 9)"
634,001262.jpg,"(array([ 30,  40, 371, 358]), 3)"
635,001264.jpg,"(array([ 24,  68, 347, 446]), 14)"
636,001267.jpg,"(array([199, 317, 295, 499]), 7)"
637,001271.jpg,"(array([ 23,  43, 374, 499]), 17)"
638,001275.jpg,"(array([123, 170, 279, 243]), 3)"
639,001276.jpg,"(array([219,  11, 373, 183]), 9)"
640,001278.jpg,"(array([  0,   1, 350, 499]), 19)"
641,001280.jpg,"(array([ 75,  62, 297, 479]), 7)"
642,001282.jpg,"(array([ 63,  29, 332, 237]), 15)"
643,001283.jpg,"(array([146, 232, 198, 374]), 7)"
644,001285.jpg,"(array([137, 203, 284, 457]), 14)"
645,001291.jpg,"(array([ 14,   7, 364, 499]), 7)"
646,001295.jpg,"(array([  3,  74, 497, 314]), 5)"
647,001296.jpg,"(array([ 94,  71, 327, 407]), 14)"
648,001297.jpg,"(array([135,   0, 499, 365]), 18)"
649,001300.jpg,"(array([102,  70, 456, 254]), 13)"
650,001301.jpg,"(array([ 17,  21, 374, 371]), 14)"
651,001302.jpg,"(array([159,   3, 374, 488]), 11)"
652,001303.jpg,"(array([  0,   0, 374, 430]), 15)"
653,001305.jpg,"(array([109,  47, 247, 379]), 1)"
654,001306.jpg,"(array([135, 172, 201, 286]), 12)"
655,001307.jpg,"(array([  7,  18, 333, 269]), 15)"
656,001308.jpg,"(array([ 75, 113, 373, 483]), 7)"
657,001313.jpg,"(array([ 22, 153, 192, 293]), 8)"
658,001317.jpg,"(array([ 10,  15, 253, 180]), 13)"
659,001318.jpg,"(array([181, 205, 250, 367]), 6)"
660,001319.jpg,"(array([ 98, 110, 339, 265]), 15)"
661,001320.jpg,"(array([ 92, 170, 289, 406]), 13)"
662,001321.jpg,"(array([ 97,   0, 332, 455]), 7)"
663,001322.jpg,"(array([ 14,   0, 374, 499]), 12)"
664,001328.jpg,"(array([ 14,   0, 374, 498]), 7)"
665,001329.jpg,"(array([228, 287, 332, 449]), 2)"
666,001331.jpg,"(array([ 36,  76, 310, 402]), 7)"
667,001335.jpg,"(array([181,   0, 270,  92]), 7)"
668,001336.jpg,"(array([113,  67, 268, 329]), 2)"
669,001338.jpg,"(array([208,   2, 374, 262]), 18)"
670,001339.jpg,"(array([ 10,  51, 336, 446]), 12)"
671,001340.jpg,"(array([110,  91, 373, 330]), 15)"
672,001342.jpg,"(array([167, 311, 325, 488]), 15)"
673,001344.jpg,"(array([ 59,  59, 374, 373]), 17)"
674,001347.jpg,"(array([ 64, 112, 374, 449]), 15)"
675,001349.jpg,"(array([322,  85, 374, 133]), 5)"
676,001351.jpg,"(array([176,  60, 374, 254]), 15)"
677,001353.jpg,"(array([  1,  94, 331, 367]), 15)"
678,001354.jpg,"(array([213,   1, 360, 479]), 11)"
679,001355.jpg,"(array([117,  67, 374, 499]), 4)"
680,001356.jpg,"(array([ 60,  25, 293, 499]), 7)"
681,001357.jpg,"(array([ 88,  42, 350, 441]), 14)"
682,001358.jpg,"(array([ 89,  49, 286, 165]), 15)"
683,001359.jpg,"(array([ 52, 200, 264, 375]), 19)"
684,001363.jpg,"(array([ 32, 176, 354, 499]), 20)"
685,001366.jpg,"(array([164, 281, 330, 374]), 15)"
686,001367.jpg,"(array([ 58, 266, 240, 439]), 20)"
687,001368.jpg,"(array([ 28,  92, 309, 300]), 15)"
688,001369.jpg,"(array([100,  18, 432, 329]), 7)"
689,001370.jpg,"(array([ 47,  21, 453, 220]), 15)"
690,001372.jpg,"(array([ 71, 184, 475, 293]), 15)"
691,001373.jpg,"(array([ 67,   4, 209, 496]), 1)"
692,001374.jpg,"(array([203, 322, 373, 499]), 18)"
693,001376.jpg,"(array([185, 201, 374, 305]), 15)"
694,001377.jpg,"(array([162, 272, 249, 317]), 1)"
695,001379.jpg,"(array([ 30,  32, 336, 474]), 7)"
696,001380.jpg,"(array([199, 393, 297, 495]), 16)"
697,001381.jpg,"(array([ 42, 112, 332, 499]), 8)"
698,001382.jpg,"(array([226,  95, 323, 287]), 7)"
699,001389.jpg,"(array([162, 221, 332, 460]), 8)"
700,001391.jpg,"(array([173,   6, 374, 347]), 18)"
701,001392.jpg,"(array([ 63,  45, 328, 485]), 8)"
702,001394.jpg,"(array([ 33, 131, 289, 499]), 7)"
703,001396.jpg,"(array([197, 283, 297, 315]), 15)"
704,001398.jpg,"(array([  4,  17, 174, 215]), 13)"
705,001399.jpg,"(array([187, 181, 232, 245]), 3)"
706,001401.jpg,"(array([  0,   0, 373, 499]), 18)"
707,001403.jpg,"(array([186, 367, 263, 474]), 2)"
708,001407.jpg,"(array([272, 424, 373, 499]), 9)"
709,001410.jpg,"(array([ 45, 188, 258, 348]), 4)"
710,001411.jpg,"(array([ 17, 163, 332, 499]), 15)"
711,001412.jpg,"(array([100, 178, 284, 393]), 13)"
712,001415.jpg,"(array([256, 360, 309, 411]), 3)"
713,001416.jpg,"(array([184,   0, 327, 323]), 17)"
714,001417.jpg,"(array([ 84,  54, 375, 366]), 13)"
715,001419.jpg,"(array([ 14, 132, 411, 332]), 15)"
716,001422.jpg,"(array([ 86,  67, 277, 452]), 7)"
717,001423.jpg,"(array([ 55, 123, 332, 381]), 15)"
718,001424.jpg,"(array([315, 260, 401, 318]), 6)"
719,001425.jpg,"(array([178, 207, 300, 382]), 3)"
720,001428.jpg,"(array([186, 154, 351, 435]), 8)"
721,001429.jpg,"(array([ 53,   0, 368, 497]), 15)"
722,001431.jpg,"(array([162,   2, 372, 499]), 11)"
723,001433.jpg,"(array([ 86,  14, 253, 478]), 1)"
724,001435.jpg,"(array([257,   9, 346, 248]), 7)"
725,001437.jpg,"(array([ 56,  42, 240, 159]), 16)"
726,001438.jpg,"(array([118,   0, 499, 368]), 11)"
727,001440.jpg,"(array([ 74,  48, 271, 401]), 3)"
728,001446.jpg,"(array([210, 108, 391, 298]), 14)"
729,001447.jpg,"(array([124, 139, 317, 418]), 14)"
730,001448.jpg,"(array([230,   7, 499, 155]), 15)"
731,001449.jpg,"(array([ 86,  22, 220, 163]), 19)"
732,001452.jpg,"(array([141,  93, 349, 251]), 15)"
733,001454.jpg,"(array([168, 251, 306, 299]), 15)"
734,001456.jpg,"(array([  1, 267, 331, 499]), 15)"
735,001458.jpg,"(array([120, 105, 298, 391]), 18)"
736,001459.jpg,"(array([120, 131, 374, 280]), 15)"
737,001461.jpg,"(array([176, 141, 374, 411]), 18)"
738,001462.jpg,"(array([160, 134, 284, 277]), 8)"
739,001469.jpg,"(array([101, 106, 459, 198]), 15)"
740,001471.jpg,"(array([130, 159, 393, 311]), 10)"
741,001473.jpg,"(array([ 87, 182, 499, 330]), 15)"
742,001474.jpg,"(array([ 83, 103, 140, 466]), 4)"
743,001476.jpg,"(array([ 55, 199, 216, 301]), 15)"
744,001477.jpg,"(array([ 83, 195, 286, 457]), 17)"
745,001478.jpg,"(array([123, 240, 299, 428]), 16)"
746,001482.jpg,"(array([142, 275, 374, 381]), 15)"
747,001487.jpg,"(array([116, 241, 150, 276]), 4)"
748,001489.jpg,"(array([ 87,   0, 332, 490]), 11)"
749,001491.jpg,"(array([ 96,  92, 265, 432]), 7)"
750,001495.jpg,"(array([ 73, 103, 374, 428]), 15)"
751,001496.jpg,"(array([ 53, 228, 237, 350]), 15)"
752,001500.jpg,"(array([ 51, 202, 167, 341]), 20)"
753,001502.jpg,"(array([130, 105, 380, 385]), 14)"
754,001503.jpg,"(array([156, 287, 219, 339]), 15)"
755,001505.jpg,"(array([164, 324, 191, 354]), 1)"
756,001506.jpg,"(array([ 70, 188, 353, 285]), 15)"
757,001507.jpg,"(array([  0,  11, 273, 336]), 12)"
758,001508.jpg,"(array([241, 113, 499, 374]), 10)"
759,001511.jpg,"(array([ 41,  19, 279, 488]), 7)"
760,001513.jpg,"(array([229, 310, 374, 467]), 9)"
761,001516.jpg,"(array([ 34,  35, 332, 456]), 14)"
762,001518.jpg,"(array([187, 137, 310, 365]), 18)"
763,001519.jpg,"(array([276, 180, 455, 329]), 18)"
764,001520.jpg,"(array([123,   4, 373, 471]), 8)"
765,001525.jpg,"(array([150, 157, 221, 319]), 7)"
766,001527.jpg,"(array([141, 320, 166, 428]), 4)"
767,001530.jpg,"(array([ 53,   6, 337, 499]), 3)"
768,001533.jpg,"(array([178, 253, 374, 497]), 15)"
769,001534.jpg,"(array([304,   0, 374, 326]), 11)"
770,001535.jpg,"(array([146, 227, 229, 399]), 7)"
771,001538.jpg,"(array([223, 440, 324, 485]), 15)"
772,001540.jpg,"(array([215,   1, 372, 157]), 18)"
773,001542.jpg,"(array([ 98,   2, 315, 433]), 8)"
774,001546.jpg,"(array([ 58,  93, 329, 409]), 20)"
775,001547.jpg,"(array([105,  57, 215, 461]), 1)"
776,001549.jpg,"(array([ 83,   8, 332, 225]), 12)"
777,001550.jpg,"(array([ 58,   5, 339, 499]), 7)"
778,001551.jpg,"(array([187, 166, 372, 454]), 9)"
779,001552.jpg,"(array([ 29,   0, 374, 469]), 7)"
780,001558.jpg,"(array([ 55,   0, 328, 285]), 15)"
781,001560.jpg,"(array([ 95,  60, 349, 446]), 7)"
782,001562.jpg,"(array([ 40, 176, 359, 328]), 12)"
783,001564.jpg,"(array([181,  58, 374, 234]), 15)"
784,001566.jpg,"(array([ 60,   0, 499, 372]), 15)"
785,001567.jpg,"(array([119,  63, 416, 321]), 19)"
786,001568.jpg,"(array([ 41,   2, 371, 399]), 1)"
787,001569.jpg,"(array([326,   1, 499, 374]), 11)"
788,001570.jpg,"(array([ 14,  60, 313, 396]), 15)"
789,001572.jpg,"(array([110,   5, 349, 428]), 7)"
790,001573.jpg,"(array([104, 173, 272, 333]), 8)"
791,001574.jpg,"(array([118,  30, 499, 213]), 13)"
792,001575.jpg,"(array([222, 431, 352, 468]), 15)"
793,001578.jpg,"(array([ 95,  25, 292, 345]), 19)"
794,001581.jpg,"(array([ 16,   2, 499, 138]), 15)"
795,001583.jpg,"(array([ 15,  69, 374, 231]), 15)"
796,001584.jpg,"(array([  0, 181, 337, 499]), 13)"
797,001585.jpg,"(array([179,   5, 340, 424]), 18)"
798,001587.jpg,"(array([248, 203, 324, 273]), 2)"
799,001589.jpg,"(array([  2,  39, 322, 262]), 10)"
800,001591.jpg,"(array([ 35,   0, 214, 453]), 4)"
801,001592.jpg,"(array([ 24,   0, 241, 229]), 8)"
802,001596.jpg,"(array([  1,   1, 499, 374]), 15)"
803,001599.jpg,"(array([255, 361, 316, 474]), 9)"
804,001600.jpg,"(array([296, 289, 373, 499]), 18)"
805,001601.jpg,"(array([ 62, 101, 325, 435]), 12)"
806,001602.jpg,"(array([  1, 251, 364, 350]), 5)"
807,001605.jpg,"(array([229, 204, 258, 236]), 7)"
808,001606.jpg,"(array([  5, 228, 378, 369]), 15)"
809,001609.jpg,"(array([119,   2, 499, 373]), 11)"
810,001613.jpg,"(array([ 79,  72, 332, 440]), 2)"
811,001615.jpg,"(array([138, 293, 260, 336]), 15)"
812,001616.jpg,"(array([189,  48, 264, 134]), 7)"
813,001619.jpg,"(array([  0, 175, 156, 498]), 7)"
814,001620.jpg,"(array([131,  83, 409, 252]), 15)"
815,001621.jpg,"(array([ 38,   0, 351, 499]), 1)"
816,001623.jpg,"(array([124,  20, 396, 331]), 7)"
817,001624.jpg,"(array([128, 170, 265, 424]), 13)"
818,001625.jpg,"(array([185, 135, 258, 234]), 17)"
819,001626.jpg,"(array([ 10,  68, 277, 392]), 6)"
820,001629.jpg,"(array([ 70, 234, 371, 499]), 15)"
821,001631.jpg,"(array([  2,   3, 445, 372]), 16)"
822,001634.jpg,"(array([ 43,  13, 334, 402]), 4)"
823,001635.jpg,"(array([134, 458, 166, 499]), 13)"
824,001637.jpg,"(array([ 63, 144, 116, 223]), 3)"
825,001639.jpg,"(array([ 51, 127, 333, 499]), 12)"
826,001641.jpg,"(array([ 63, 173, 374, 396]), 10)"
827,001644.jpg,"(array([  2,  18, 318, 497]), 6)"
828,001645.jpg,"(array([101, 160, 234, 315]), 17)"
829,001646.jpg,"(array([ 81, 131, 317, 285]), 4)"
830,001648.jpg,"(array([ 22, 399, 281, 499]), 16)"
831,001652.jpg,"(array([131,  32, 426, 240]), 15)"
832,001655.jpg,"(array([  7,  63, 367, 492]), 12)"
833,001656.jpg,"(array([110, 159, 254, 351]), 12)"
834,001657.jpg,"(array([ 42,   0, 374, 338]), 15)"
835,001658.jpg,"(array([ 71, 131, 322, 449]), 7)"
836,001659.jpg,"(array([109,  39, 365, 314]), 6)"
837,001660.jpg,"(array([119, 190, 186, 480]), 1)"
838,001663.jpg,"(array([ 54,  50, 337, 466]), 8)"
839,001664.jpg,"(array([  0,  60, 332, 326]), 15)"
840,001665.jpg,"(array([201, 363, 268, 414]), 16)"
841,001666.jpg,"(array([255,  50, 307, 149]), 16)"
842,001667.jpg,"(array([114, 250, 216, 297]), 15)"
843,001668.jpg,"(array([ 96, 326, 374, 419]), 15)"
844,001670.jpg,"(array([ 48, 208, 180, 338]), 9)"
845,001671.jpg,"(array([390, 116, 474, 236]), 17)"
846,001672.jpg,"(array([148,  30, 248, 429]), 19)"
847,001674.jpg,"(array([318,  89, 374, 359]), 11)"
848,001679.jpg,"(array([234,   1, 499, 390]), 14)"
849,001681.jpg,"(array([250, 276, 338, 417]), 3)"
850,001687.jpg,"(array([290, 116, 499, 299]), 3)"
851,001692.jpg,"(array([ 48,  95, 209, 237]), 13)"
852,001694.jpg,"(array([ 20, 103, 290, 475]), 8)"
853,001695.jpg,"(array([ 53,  47, 374, 496]), 20)"
854,001696.jpg,"(array([  6, 330, 330, 444]), 15)"
855,001697.jpg,"(array([220, 268, 283, 354]), 10)"
856,001698.jpg,"(array([ 92,  60, 208, 446]), 4)"
857,001700.jpg,"(array([138, 251, 191, 336]), 7)"
858,001701.jpg,"(array([  0,   0, 331, 432]), 7)"
859,001702.jpg,"(array([ 74,   6, 374, 391]), 8)"
860,001703.jpg,"(array([ 28,   0, 304, 477]), 13)"
861,001704.jpg,"(array([  0, 117, 316, 404]), 20)"
862,001705.jpg,"(array([ 50,   4, 343, 499]), 4)"
863,001706.jpg,"(array([ 56, 270, 363, 375]), 15)"
864,001709.jpg,"(array([ 44,   0, 332, 411]), 14)"
865,001710.jpg,"(array([ 44, 297, 348, 474]), 15)"
866,001712.jpg,"(array([ 38,  98, 374, 261]), 15)"
867,001715.jpg,"(array([127, 248, 205, 299]), 9)"
868,001716.jpg,"(array([107, 113, 162, 170]), 10)"
869,001719.jpg,"(array([ 62, 227, 244, 455]), 3)"
870,001720.jpg,"(array([197,  11, 361, 354]), 11)"
871,001722.jpg,"(array([168, 298, 374, 499]), 15)"
872,001728.jpg,"(array([141,   3, 371, 498]), 18)"
873,001731.jpg,"(array([181,  57, 307, 396]), 12)"
874,001735.jpg,"(array([ 55, 145, 374, 367]), 15)"
